常用频道,#genre#
旅チャンネル,P2p://starvod.xyz:19806/e028c018fbc04a9eba1b4cb4178dda90.ts
韓國,#genre#
Arirang,P2p://starvod.xyz:19806/3fe7c77ebb1a45a18ef30f78f917640b.ts
KBS1,P2p://starvod.xyz:19806/af6297c16930401b893abd0cec4be07e.ts
KBS2,P2p://starvod.xyz:19806/853d5ef131e241b3837d228ab6434f33.ts
KBS Drama,P2p://starvod.xyz:19806/26204676281842929c42e21f040f2a2f.ts
History,P2p://starvod.xyz:19806/3c17afa289594fd997fa61ed472bb2b5.ts
SBS,P2p://starvod.xyz:19806/a64be5c8d277445abf4d89b5880190bf.ts
SBS Biz,P2p://starvod.xyz:19806/0bcf12196c1a4d23aa622d894c596a02.ts
JTBC,P2p://starvod.xyz:19806/88aeb4c5515142e59840426c80bf7c37.ts
EBS,P2p://starvod.xyz:19806/b67cfae093a04e7daa0cc66e3adeb53b.ts
YTN,P2p://starvod.xyz:19806/2c73ce22a7f14017ae3bde72db1c8d28.ts
Mnet,P2p://starvod.xyz:19806/fb99ad067315497b8fc7df6d7abac88a.ts
OCN,P2p://starvod.xyz:19806/b3dd463c3cb04aceb55b587b133afd56.ts
Inet TV,P2p://starvod.xyz:19806/271f55064b034a70af06b8166a30b6cf.ts
MBC,P2p://starvod.xyz:19806/1d2805fb1e6a483fa8e191311e17c9f1.ts
MBN,P2p://starvod.xyz:19806/a020c31336d84d42a3ec32d8fa9a13bc.ts
Tooniverse,P2p://starvod.xyz:19806/0cb2baece4a94e8c85c99e5d35343d1d.ts
SPOTV,P2p://starvod.xyz:19806/8fadaa0dbb5149c581eb9db576a429c1.ts
JTBC GOLF,P2p://starvod.xyz:19806/d4fa73f4f49c41cab93a986d59d1fc4b.ts
泰國,#genre#
Channel 5,P2p://starvod.xyz:19806/8ae48e698f5d420e95764fbb950a3caa.ts
NBT,P2p://starvod.xyz:19806/14b885f92833406e829faa81b24c82f9.ts
Thai PBS,P2p://starvod.xyz:19806/59c595723148451a8badc8c74b55e371.ts
TNN 16,P2p://starvod.xyz:19806/1d671a590d554d2b9b9ec2b7231616ba.ts
JKN 18,P2p://starvod.xyz:19806/560a3d1c6dcd466ba4eb6d4d6261f2e3.ts
Nation TV,P2p://starvod.xyz:19806/2af3f96889ef4808af4e8cd3b5af15e2.ts
Workpoint TV,P2p://starvod.xyz:19806/8884ebfa361845fd901bad37b2bc5856.ts
true4U,P2p://starvod.xyz:19806/0755d3ee80db4b108995d541bf106e75.ts
GMM 25,P2p://starvod.xyz:19806/53bb389a93ba401c9bc1bbfdd652a049.ts
Channel 8,P2p://starvod.xyz:19806/f3b7e50bfd6a46f1a4036051b7f3ce92.ts
Mono 29,P2p://starvod.xyz:19806/d823f8d104fa4818a114ea46e8ad2e11.ts
MCOT,P2p://starvod.xyz:19806/fcdea892b1b7475fa00397067183d913.ts
ONE,P2p://starvod.xyz:19806/d62705cbe9fe4686808000fbe2b425de.ts
Thairath TV,P2p://starvod.xyz:19806/1e55afde47f74abb86b7d395e70324de.ts
Channel 3,P2p://starvod.xyz:19806/a2e439af4b9c4d3daec07fe824263cee.ts
Amarin TV,P2p://starvod.xyz:19806/9b84ed924b2948ef8ea5abf29b8db021.ts
Channel 7,P2p://starvod.xyz:19806/44e63b82876145c9bb912edc48076c00.ts
PPTV,P2p://starvod.xyz:19806/dad470f725a04c8eae708c69799bfd0e.ts
News 1,P2p://starvod.xyz:19806/26d44d5ebc5d4c8480083674bd407f1b.ts
TVB Thai,P2p://starvod.xyz:19806/8a69256dce9740ddb9febc776c5090d8.ts
北美,#genre#
ESPN,P2p://starvod.xyz:19806/9bc1e4b6eaf34aaa9d83dbe293f62490.ts
CBC Olympic,P2p://starvod.xyz:19806/72993a76bc6a4c79b2df54930946bc27.ts
NBA,P2p://starvod.xyz:19806/0137332d2c1c4cf59bb8129b6dea12bc.ts
600TV,P2p://starvod.xyz:19806/5b1b4ada7ed443d1bffec9e5aa18a9e9.ts
城市電視,P2p://starvod.xyz:19806/a04c947671414152814e4a879d4a84e6.ts
新時代1(東部),P2p://starvod.xyz:19806/e19d12aca4d041cfaf214e7b5372fa9d.ts
新時代1(西部),P2p://starvod.xyz:19806/2c381681bcfd4ecdb2e52ece5014d6e8.ts
新時代2,P2p://starvod.xyz:19806/cb5a16c904174c19bf69b94ba80c31f3.ts
CBC News,P2p://starvod.xyz:19806/c59f5172b8244e18a6b6e7f92d05c2f8.ts
CTV News,P2p://starvod.xyz:19806/946d8a12422a43398efc10b1632817f4.ts
Business News Network,P2p://starvod.xyz:19806/ae41f1a8d24c4d0885b3470aa77d64be.ts
CP24,P2p://starvod.xyz:19806/073b94e5ade04be4887095760696c942.ts
The Weather Network,P2p://starvod.xyz:19806/3b379238bb1e4090ab05237fe9073387.ts
Fox News,P2p://starvod.xyz:19806/912cb0040add44c49955b7e9b8a569d9.ts
BBC World News,P2p://starvod.xyz:19806/423b4ab2af5b4c63834279a5b02bd5d3.ts
CNN USA,P2p://starvod.xyz:19806/76019d9ab18c4dbe914acdd537168dc8.ts
MSNBC,P2p://starvod.xyz:19806/15acff3a0c7d40249f5b9a1bb20af183.ts
The Weather Channel,P2p://starvod.xyz:19806/1e681d16ccdb4fd48febb7b028a274dc.ts
KOMO 4 TV,P2p://starvod.xyz:19806/4061b08e14344aeaba96e72f3fe9e3c4.ts
新聞,#genre#
中天新聞台,P2p://starvod.xyz:19806/3d4286732dc444f89d884fe9a1a9cd35.ts
三立iNEWS,P2p://starvod.xyz:19806/957c56d439114b078398a4748cb111bf.ts
壹電視新聞台,P2p://starvod.xyz:19806/c1e8882a70774eff8c4ec7b33c28abf9.ts
年代新聞,P2p://starvod.xyz:19806/ee88a10598104dde88555111081627a4.ts
東森新聞台(備),P2p://starvod.xyz:19806/c03309d1018144cd830c09eb3fad2321.ts
東森新聞台,P2p://starvod.xyz:19806/571f577835b04059a840f24b40695776.ts
華視新聞,P2p://starvod.xyz:19806/9ec2df7a3773446fa13539a8ca57d5b0.ts
民視新聞台,P2p://starvod.xyz:19806/872d70e460874e1dabb952c580e5d190.ts
三立新聞台,P2p://starvod.xyz:19806/7715336aa3654b1b9bc72a9672e9034a.ts
TVBS新聞台,P2p://starvod.xyz:19806/b608ab000afc4cc19a467b01b6181840.ts
東森財經新聞台,P2p://starvod.xyz:19806/e8dcb71b19a3408c9dee7f293de36fd2.ts
非凡新聞台,P2p://starvod.xyz:19806/5bef8a795d6047009431cb56608243a4.ts
寰宇新聞台,P2p://starvod.xyz:19806/03fa5de4704d42c3ba38e490d3ef003a.ts
鏡新聞,P2p://starvod.xyz:19806/c2722787c71243b685af438cf9059236.ts
非凡商業台,P2p://starvod.xyz:19806/89e126238a0345e582505c3391af389d.ts
寰宇新聞台灣台,P2p://starvod.xyz:19806/902445beb0d247e1b3cef47c4f8bd626.ts
中視新聞台,P2p://starvod.xyz:19806/76e537f5ad1b4bb5a2200383679b369b.ts
台視新聞台,P2p://starvod.xyz:19806/c59ff02905094acaab423c745f34873d.ts
台視財經台,P2p://starvod.xyz:19806/5aab069d2c6e44e7ab3ea5f8e8ce713d.ts
NHK新聞資訊台,P2p://starvod.xyz:19806/b8895a019f804fdc9484b74545709c31.ts
香港國際財經台,P2p://starvod.xyz:19806/a58f930120244a90ba330f4b9107c428.ts
無綫新聞台(備),P2p://starvod.xyz:19806/3b435a342d864075b83291b4cd742e0f.ts
無綫新聞台,P2p://starvod.xyz:19806/557d5098116e4e1f9b14008ed764cc71.ts
now新聞台,P2p://starvod.xyz:19806/92d65e32d85c457d8e2eb56a76892a51.ts
now財經台,P2p://starvod.xyz:19806/b433233614024692a9ad93da4f558234.ts
廣州新聞,P2p://starvod.xyz:19806/06f8aaba500b46f5bd00e79fd37dc611.ts
CGTN,P2p://147.135.39.171:9906/67401ba5000028f7123586380c484e3a.ts
CNN,P2p://starvod.xyz:19806/0b9093e26f3349bbaa569e43818f4374.ts
BBC World News,P2p://starvod.xyz:19806/0621f6f581aa4aa8a88d362b3ef92295.ts
Sky News,P2p://starvod.xyz:19806/5658db93468c4ab793d125b6620ab480.ts
CNBC,P2p://starvod.xyz:19806/8cdff1b7d0d0480ea303ad89f6df0a70.ts
Bloomberg TV,P2p://starvod.xyz:19806/8e6b5c1401834dbdb8ed12414a5f7456.ts
ABC Australia,P2p://starvod.xyz:19806/da39c4b1101544ae895b706a7e8bd13d.ts
Fox News,P2p://starvod.xyz:19806/bd8e93c3213f42bf8e5c46b3c43e56ee.ts
France24,P2p://starvod.xyz:19806/20b9a94c6da94dd1beb5676e1cf83ae6.ts
Euronews,P2p://starvod.xyz:19806/b3e7162bd5354f1d814e309800219c1f.ts
CNA,P2p://starvod.xyz:19806/ca904e6798794c97aa5655daea3662d4.ts
TNN 16,P2p://starvod.xyz:19806/1d671a590d554d2b9b9ec2b7231616ba.ts
JKN 18,P2p://starvod.xyz:19806/560a3d1c6dcd466ba4eb6d4d6261f2e3.ts
600TV,P2p://starvod.xyz:19806/5b1b4ada7ed443d1bffec9e5aa18a9e9.ts
CBC News,P2p://starvod.xyz:19806/c59f5172b8244e18a6b6e7f92d05c2f8.ts
CTV News,P2p://starvod.xyz:19806/946d8a12422a43398efc10b1632817f4.ts
Business News Network,P2p://starvod.xyz:19806/ae41f1a8d24c4d0885b3470aa77d64be.ts
CP24,P2p://starvod.xyz:19806/073b94e5ade04be4887095760696c942.ts
The Weather Network,P2p://starvod.xyz:19806/3b379238bb1e4090ab05237fe9073387.ts
Fox News,P2p://starvod.xyz:19806/912cb0040add44c49955b7e9b8a569d9.ts
BBC World News,P2p://starvod.xyz:19806/423b4ab2af5b4c63834279a5b02bd5d3.ts
CNN USA,P2p://starvod.xyz:19806/76019d9ab18c4dbe914acdd537168dc8.ts
MSNBC,P2p://starvod.xyz:19806/15acff3a0c7d40249f5b9a1bb20af183.ts
The Weather Channel,P2p://starvod.xyz:19806/1e681d16ccdb4fd48febb7b028a274dc.ts
音樂,#genre#
Mezzo Live,P2p://starvod.xyz:19806/e225423bad0b47e0a3c5669e3b6c7bb4.ts
CLASSICA 古典樂,P2p://starvod.xyz:19806/2f9c4c6f2aee4136bd3010346f0b96ed.ts
Channel [V],P2p://starvod.xyz:19806/91752783b4eb4508a715eb2294d0265f.ts
Music Japan TV,P2p://starvod.xyz:19806/f84b6d26a00d4911a4b09d4b71836ea3.ts
體育,#genre#
緯來育樂台,P2p://starvod.xyz:19806/a865d62ea25042f689d3d2f7d6cfbe5b.ts
緯來體育台,P2p://starvod.xyz:19806/d301d07a53e8402eb7daf57c7940a848.ts
DAZN 1,P2p://starvod.xyz:19806/a4bd134c76a543b69cce543d14819bb8.ts
DAZN 2,P2p://starvod.xyz:19806/f6c16916cc984a4b90e8b3a8b19c196b.ts
博斯運動,P2p://starvod.xyz:19806/2385fe5d7dbe49668ebf7f3b236ede9d.ts
Z頻道,P2p://starvod.xyz:19806/fe966436d6b5437fbe0c4ff28929dea3.ts
愛爾達體育1台(備),P2p://starvod.xyz:19806/99c335bdad724b0c9541931d096cb26c.ts
愛爾達體育1台,P2p://starvod.xyz:19806/1777f7d5b993434dbf9f4b32d0fdfccc.ts
愛爾達體育2台,P2p://starvod.xyz:19806/b84b8db7508046a5be4f85a3deeb76e3.ts
愛爾達體育2台(備),P2p://starvod.xyz:19806/0eac9b5935fe43c19bca5c6649d13bd5.ts
愛爾達體育3台(備),P2p://starvod.xyz:19806/c4783bf978c44c43a503cf3507bb7d3d.ts
愛爾達體育3台,P2p://starvod.xyz:19806/2ebe626a42c147febd4291438b1d4917.ts
愛爾達體育4台,P2p://starvod.xyz:19806/ffe2a9b06e18415dbc3483f399919fdb.ts
博斯高球,P2p://starvod.xyz:19806/09f7ad0419d34f9ea25e278a1286005f.ts
博斯高球二台,P2p://starvod.xyz:19806/792ab26e2f804093b39370e6b1f7801d.ts
博斯網球台,P2p://starvod.xyz:19806/536f4715f5da4173a36537206de4612b.ts
博斯魅力網,P2p://starvod.xyz:19806/bf15f818e80a4ff1a3b2514683884b9f.ts
博斯無限台,P2p://starvod.xyz:19806/a0445d0c29614f47908585e8cdc7fc64.ts
博斯無限二台,P2p://starvod.xyz:19806/abee6e474fd34b989f426970c95cd557.ts
TRACE Sport Stars,P2p://starvod.xyz:19806/dd9205f69a734162b11eb09ff166bd11.ts
智林體育台,P2p://starvod.xyz:19806/d233d3ca78fa48e193b47853ec433c5d.ts
博斯運動二台,P2p://starvod.xyz:19806/ecbdcee3dbbf45468043181eb97c33e1.ts
CCTV5,P2p://starvod.xyz:19806/ffe33e5dd1734d06b0502c4f515d7dd4.ts
CCTV5+,P2p://starvod.xyz:19806/0872b1314de146fca7430f310359180c.ts
快樂垂釣,P2p://starvod.xyz:19806/76a08540449f4d929c83c1196b035b11.ts
風雲足球,P2p://starvod.xyz:19806/1ef78da378ae41c098b13d1eb00a72bb.ts
魅力足球,P2p://starvod.xyz:19806/49e28988113d4e6b9942ee497e3f4ab5.ts
高爾夫·網球,P2p://starvod.xyz:19806/fa346ad0827a4f1f9e3bbe5aa1c6af42.ts
廣東體育,P2p://starvod.xyz:19806/7df56458c2be4fc88deccece42f68fe0.ts
五星體育,P2p://starvod.xyz:19806/a2b118bd953848b598b492cd3f4334a6.ts
Astro Arena,P2p://starvod.xyz:19806/1c9bcb51041e4db4b1f58a4c4def0d55.ts
Astro Arena 2,P2p://starvod.xyz:19806/49dc750e87914008b642befb7ef1ccc8.ts
Astro Premier League,P2p://starvod.xyz:19806/81b53ce210de4bd8be41beacdcc71d12.ts
Astro Premier League 2,P2p://starvod.xyz:19806/eb3636e27ada44d2856333cc29c17de1.ts
Astro Grandstand,P2p://starvod.xyz:19806/fe682e01fdd7412d99f29ea146f60080.ts
Astro Football,P2p://starvod.xyz:19806/6efa4b6dec314b18866f6f7455f1869d.ts
Astro Badminton,P2p://starvod.xyz:19806/3e157919359844968565fda0e026132d.ts
beIN Sports 2,P2p://starvod.xyz:19806/19ad4b1226c04f8a8932587004f7ceab.ts
beIN Sports,P2p://starvod.xyz:19806/7ec6631ab8414c8295b678161ff3e950.ts
beIN Sports 3,P2p://starvod.xyz:19806/7ed418897a26478aadb200969520b492.ts
Eurosport HD,P2p://starvod.xyz:19806/2522e6573aa4471fb8a6ae060166568a.ts
WWE,P2p://starvod.xyz:19806/fd4ae84ea0e54246843114631fd147a4.ts
Golf Channel,P2p://starvod.xyz:19806/a44dfa7c76f74480b4abdc56a58ffa39.ts
SPOTV,P2p://starvod.xyz:19806/364e4565c062402e8c8f1d46edb9e30a.ts
SPOTV 2,P2p://starvod.xyz:19806/3f3dcaacc92f4d88948cd947c7e3b5f9.ts
Sky Sports Golf,P2p://starvod.xyz:19806/fd1e05258588410483b52fb839d2fc28.ts
Sky Sports Football,P2p://starvod.xyz:19806/204a67325bd4490e8823bd4931cc9d0a.ts
Sky Sports F1,P2p://starvod.xyz:19806/a5ec5403d67348c3b3c09de9ce5662ac.ts
Sky Sports Arena,P2p://starvod.xyz:19806/6e6c39675ec24a1882c9312f8f4dcfe1.ts
Sky Sports Main Event,P2p://starvod.xyz:19806/0be128b9d8e247cc9a1a07d4eaa386d5.ts
Sky Sports Cricket,P2p://starvod.xyz:19806/e303bdce13604d6d87ffff4122bbd105.ts
HKC 18,P2p://starvod.xyz:19806/940e58be3a9d4e77ab15bdb6a852cf8e.ts
Skynet Sports HD,P2p://starvod.xyz:19806/83cdf7acb34f41278e2cdbf43baf382d.ts
Skynet Sports 2,P2p://starvod.xyz:19806/5fa24ef348f849f289725e1d29129365.ts
Skynet Sports 5,P2p://starvod.xyz:19806/ed49b6dfd14746a1827faca36a30c0a8.ts
Skynet Sports 6,P2p://starvod.xyz:19806/ff324fc98ac04a39bba86972d8686ab8.ts
Fight Sports,P2p://starvod.xyz:19806/759b38a5e84a4877baed62ffdf82a2ee.ts
TSN1,P2p://starvod.xyz:19806/0c31ae73d5cc4cd08be16936fcf7937b.ts
TSN2,P2p://starvod.xyz:19806/6639610519f948e4840717653a2a2645.ts
TSN3,P2p://starvod.xyz:19806/0dc6e758078d49c68545c6d47cb22013.ts
TSN4,P2p://starvod.xyz:19806/06bf39123b3d453abefcdbfc94633708.ts
TSN5,P2p://starvod.xyz:19806/885a50b105f94ef1b21cfc361b734990.ts
ESPN,P2p://starvod.xyz:19806/9bc1e4b6eaf34aaa9d83dbe293f62490.ts
NBA,P2p://starvod.xyz:19806/0137332d2c1c4cf59bb8129b6dea12bc.ts
J Sports 1,P2p://starvod.xyz:19806/0978e9f522de4b168c7420e09c3d4695.ts
J Sports 2,P2p://starvod.xyz:19806/a92d2208dd254a1198e66b739dc50157.ts
J Sports 3,P2p://starvod.xyz:19806/7a683ed1620e45bfbe17d16206540054.ts
J Sports 4,P2p://starvod.xyz:19806/e2514645acb84f5c96798a718a5cd757.ts
知識,#genre#
BBC Earth,P2p://starvod.xyz:19806/d224bc93c97946d387701bbcf165afad.ts
探索頻道,P2p://starvod.xyz:19806/3dd114a2f6534af997c08015c712b218.ts
動物星球,P2p://starvod.xyz:19806/031368515cad4414a1f0429357a69d22.ts
BBC Lifestyle,P2p://starvod.xyz:19806/292c0515ef294ea194f92fbc4f438879.ts
ELTV生活英語台,P2p://starvod.xyz:19806/93ebc4c952e84057a477b38db1e91b36.ts
Discovery Asia,P2p://starvod.xyz:19806/8c1933ac5c9a49fb891423336a6f42c5.ts
Discovery科學頻道,P2p://starvod.xyz:19806/e34a7034b690468a8797abbe8ce607b2.ts
DMAX,P2p://starvod.xyz:19806/56e37d8b586d4cfbb38b61a1fbf5e379.ts
EVE,P2p://starvod.xyz:19806/0c8422c7ea47475f89553195c91d60f1.ts
歷史頻道,P2p://starvod.xyz:19806/fc9dade0814048cfb5d26e9ef06b3e28.ts
罪案偵緝頻道,P2p://starvod.xyz:19806/361ba8ae21604cd8bad50645c36b593c.ts
Lifetime,P2p://starvod.xyz:19806/819f1d3fb92741c0b5caf39b5b8b165f.ts
KLT-靖天國際台,P2p://starvod.xyz:19806/ed9b07b12a61425aac24eb25061dd122.ts
HGTV居家樂活頻道,P2p://starvod.xyz:19806/21eb83d773344e3cae6316288af3818c.ts
Love Nature,P2p://starvod.xyz:19806/ba87030233c046908d7c7bfaa3ff9df6.ts
美食星球,P2p://starvod.xyz:19806/9d27c39385aa4b3cb200048b671e376b.ts
亞洲美食頻道,P2p://starvod.xyz:19806/b44f9ba7be254cb48efeee691982f60e.ts
亞洲旅遊台,P2p://starvod.xyz:19806/08f86dfe7a7f42d7ad10051157d8a4c5.ts
EYE TV旅遊台,P2p://starvod.xyz:19806/d81b21f72705424badcf98dfcef332f4.ts
CCTV9,P2p://starvod.xyz:19806/4b3fd9633685492aa440c96a6fb2c769.ts
TLC旅遊生活,P2p://starvod.xyz:19806/e32dafaf7fa440edaf439ff36d13105a.ts
兒少,#genre#
CN卡通頻道,P2p://starvod.xyz:19806/4d1d2ecae7f94320a485136c48eb9315.ts
尼克兒童頻道,P2p://starvod.xyz:19806/578d3e6522bb4dcdaaee5c01246a89d6.ts
MOMO親子台,P2p://starvod.xyz:19806/f6b2f419c63c429f82c93bef5767eed1.ts
Animax,P2p://starvod.xyz:19806/5beb64b820ba4186afd4cba92f498d07.ts
靖洋卡通Nice Bingo,P2p://starvod.xyz:19806/266ebf719ec046fb8dba80a8ec8b8806.ts
靖天卡通台,P2p://starvod.xyz:19806/8f9e5bafe1b5452f9eb3d20e1b5346dd.ts
達文西頻道,P2p://starvod.xyz:19806/5689b9e7fcc5474bb690bbb78a4975b4.ts
Nick Jr.,P2p://starvod.xyz:19806/1ceea9c1559b4bea99fca450557e3838.ts
SUPER Kids,P2p://starvod.xyz:19806/631732f5fa894772aec8ee750359e455.ts
CCTV14,P2p://starvod.xyz:19806/e170c97b656b4eec92fa697fec180513.ts
Astro Ceria,P2p://starvod.xyz:19806/ea1d109ded2c43dda257df9c4a505259.ts
Boomerang,P2p://starvod.xyz:19806/3083cd9f65f349488b99ce07ccd56cd1.ts
電影,#genre#
CatchPlay電影台,P2p://starvod.xyz:19806/20e031b96db245c1be9bcd726ecff14a.ts
東森電影台,P2p://starvod.xyz:19806/9daca0a7902c455fb2252dfb68a77264.ts
緯來電影台,P2p://starvod.xyz:19806/48b6adc010444ff19a26b8f6a70255b3.ts
龍祥電影,P2p://starvod.xyz:19806/548e1c3da858445393b6591ced609781.ts
HBO,P2p://starvod.xyz:19806/1b71ff50d5e44f58978cc2f2fa5bcc5b.ts
東森洋片台,P2p://starvod.xyz:19806/9da0e7fcb6f94274a6f0f4f8bd7eba61.ts
AXN,P2p://starvod.xyz:19806/94c08afcb0474394b971c7c8c22098c0.ts
好萊塢電影台,P2p://starvod.xyz:19806/abc64c3a4cfa4d50aae143f84bd06c6a.ts
amc電影台,P2p://starvod.xyz:19806/52930472d7b3405e8d5a9ef65e152631.ts
CINEMAX,P2p://starvod.xyz:19806/a2d58a724bc1416a9e86a00fbf42c946.ts
HBO Family,P2p://starvod.xyz:19806/138a2d9dcb1f40f1a60ef1c35e54fd2d.ts
HBO強檔鉅獻,P2p://starvod.xyz:19806/80246e532ee44561851bed6006c75b33.ts
HBO原創鉅獻,P2p://starvod.xyz:19806/c0d32e65e1bf48da9e459d04bdc56c64.ts
美亞電影台HD,P2p://starvod.xyz:19806/89874674013e4b30bc075f4e2050c766.ts
龍華電影,P2p://starvod.xyz:19806/574ee66b78d44e6e81450ae523041523.ts
靖天映畫,P2p://starvod.xyz:19806/cb236b8c1f7947648a66b36c95238421.ts
靖天電影台,P2p://starvod.xyz:19806/ce4172c9f6c34e48910843ce7d90458b.ts
WARNER TV,P2p://starvod.xyz:19806/7880becddff342d8a3875e6af8d7e1f2.ts
Thrill,P2p://starvod.xyz:19806/a4dcb069e7d242ad950ca7966b87d2e2.ts
CinemaWorld,P2p://starvod.xyz:19806/f710490e7aa845debe8f2d3eb7b78650.ts
壹電視電影台,P2p://starvod.xyz:19806/fb7131d67e54407a93bba57d9054e7c8.ts
采昌影劇台,P2p://starvod.xyz:19806/3b5ea47e97aa46b589983ddb1e4c9a40.ts
影迷數位電影台,P2p://starvod.xyz:19806/846738e98982471ca03ca5d6abe62007.ts
美亞電影台(粵語),P2p://starvod.xyz:19806/1d38eb1c04ae4027b62124f163280eed.ts
MOViE MOViE,P2p://starvod.xyz:19806/08105ee824114f418daecd2956b50cd1.ts
CCTV6,P2p://starvod.xyz:19806/b0f679eade934d51ad500311f4dccb03.ts
CHC高清电影,P2p://starvod.xyz:19806/589da08390c14149961d54fef2566609.ts
CHC家庭影院,P2p://starvod.xyz:19806/e3d527e8d47642028bcdca7cb587d8e8.ts
CHC動作電影,P2p://starvod.xyz:19806/0999fa74f14540bc8fe2a157cc224391.ts
私人影院,P2p://starvod.xyz:19806/74567d46c9a54cb8aab7bb35b7446cf2.ts
天映頻道,P2p://starvod.xyz:19806/538d1cc6941442d4a4e166083d128cf3.ts
天映經典,P2p://starvod.xyz:19806/1019ce7e7d6e45bea8fd6aec45f5ef12.ts
HITS Movies,P2p://starvod.xyz:19806/31e31d282a5a4acb9e7856599456072b.ts
BOO,P2p://starvod.xyz:19806/9ee546f426c64398af4f2d301c8f00b4.ts
tvN Movies HD,P2p://starvod.xyz:19806/35596b76301f4c8384281e28cf44327c.ts
戲劇,#genre#
東森戲劇台,P2p://starvod.xyz:19806/0ed2b2147c7448eb9e1c3576f8d8ae83.ts
八大戲劇台,P2p://starvod.xyz:19806/46e7eb5599404c4095561068cbaed8f3.ts
緯來戲劇台,P2p://starvod.xyz:19806/6fb88ea051cd42bd9ed1c2fc20869ef7.ts
三立戲劇台,P2p://starvod.xyz:19806/3ef68a8194e04993a41501258b99a107.ts
龍華戲劇,P2p://starvod.xyz:19806/6a6681f04fcc4478886cded08a10c658.ts
愛爾達影劇台,P2p://starvod.xyz:19806/e724afeaabf9442395119616a9a9ee3e.ts
靖天戲劇台,P2p://starvod.xyz:19806/2ba8f7ea8f474de28cad4a31526ad11b.ts
靖洋戲劇台,P2p://starvod.xyz:19806/7d9fa59506ff48b5a307fa1189e9a3fe.ts
EYE TV戲劇台,P2p://starvod.xyz:19806/3af16129ea6f4e41b7fa6cc4961d1881.ts
亞洲劇台,P2p://starvod.xyz:19806/140c38a9c83344919da1fc769798c618.ts
深圳電視劇,P2p://starvod.xyz:19806/b6b14a65ac2d491188db166bb7a7dc77.ts
推流,#genre# 9821
myTV SUPER 18台,http://bxtv.3a.ink/api.php?id=18 TVB Plus,http://bxtv.3a.ink/api.php?id=tvbp 
明珠台,http://bxtv.3a.ink/api.php?id=mz 
無線新聞台,http://bxtv.3a.ink/api.php?id=wxxw 
美亞電影台,http://bxtv.3a.ink/api.php?id=meiya PopC,http://bxtv.3a.ink/api.php?id=popc VIUTV,http://bxtv.3a.ink/api.php?id=viutv 
千禧經典台,http://bxtv.3a.ink/api.php?id=qxjd 
翡翠台,http://bxtv.3a.ink/api.php?id=fct 
鳳凰衛視中文台,http://bxtv.3a.ink/api.php?id=fhzw 
鳳凰衛視資訊台,http://bxtv.3a.ink/api.php?id=fhzx 
鳳凰衛視香港台,http://bxtv.3a.ink/api.php?id=fhhk 
NOW新闻,http://bxtv.3a.ink/api.php?id=now  
中天新聞台,http://bxtv.3a.ink/api.php?id=ztxw
